change_plants|Pflanzen ändern
hackersandaliens.json/BuildRefinedMetalsFactory.text|Bei der Erkundung der außerirdischen Ruinen haben deine Forscher ein kleines Gerät gefunden. Du glaubst, dass es etwas mit den unzugänglichen Welten zu tun haben könnte.\nAllerdings konnte sich keiner deiner Bürger einen Reim darauf machen. Vielleicht würde es helfen, wenn du ein paar Computer hättest? Um sie zu bauen, brauchst du zunächst einige veredelte Metalle. Baue eine Fabrik für veredelte Metalle, um diese zu produzieren.
hackersandaliens.json/BuildRefinedMetalsFactory.quickText|Baue eine Fabrik für veredelte Metalle.
hackersandaliens.json/BuildComputerResearchCenter.text|Deine neue Fabrik für veredelte Metalle sieht gut aus!\nDer Bau eines Computers ist eigentlich ziemlich kompliziert. Deshalb musst du zuerst das Forschungszentrum für Computer bauen.
hackersandaliens.json/BuildComputerResearchCenter.quickText|Baue das Computer-Forschungszentrum.
hackersandaliens.json/BuildComputerChipFactory.text|Tolle Arbeit! Jetzt brauchst du nur noch ein paar Chips, um einen Computer herstellen zu können. Baue eine Computerchipfabrik und stelle fünf Computerchips her.
hackersandaliens.json/BuildComputerChipFactory.quickText|Baue eine Computer Chip Factory und stelle fünf Computerchips her.
hackersandaliens.json/BuildArcades.text|Du hast einen Computer gebaut und das außerirdische Gerät angeschlossen... aber es gibt ein kleines Problem. Alle Daten sind verschlüsselt!\nVielleicht können die Hacker der Schraube helfen. Doch bevor sie sich hier niederlassen wollen, bitten sie dich, drei Arkaden zu bauen.
hackersandaliens.json/BuildArcades.quickText|Baue drei Arkaden.
hackersandaliens.json/BuildHackers.text|Die Hacker der Schraube scheinen mit deiner Stadt zufrieden zu sein. Lass uns jetzt ihr HQ bauen!
hackersandaliens.json/BuildHackers.quickText|Baue das Hacker der lockeren Schraube HQ.
hackersandaliens.json/CompleteHackerMissions.text|Die Hacker der Schraube haben einen Blick auf die verschlüsselten Daten geworfen, aber sie brauchen noch etwas mehr Erfahrung, um sie knacken zu können. Schließe ein paar ihrer Missionen ab, um ihnen dabei zu helfen!
hackersandaliens.json/CompleteHackerMissions.quickText|Schließe ein paar Missionen der Hacker der Schraube ab.
hackersandaliens.json/BuildDecryptBuilding.text|Die Hacker der Schraube denken, dass sie jetzt die Verschlüsselung knacken können, aber sie brauchen zuerst einen speziellen Computer. Lass uns den Alien-Entschlüsseler für sie bauen!
hackersandaliens.json/BuildDecryptBuilding.quickText|Baue den Alien-Entschlüsseler.
hackersandaliens.json/Wait.text|Tolle Arbeit! Jetzt musst du nur noch warten, während der Entschlüsseler seine Arbeit macht. Dies sollte nicht länger als einen Tag dauern.
hackersandaliens.json/Wait.quickText|Lass den Entschlüsseler seine Arbeit machen.
hackersandaliens.json/Win.title|Szenario abgeschlossen!
hackersandaliens.json/Win.text|Die Entschlüsselung war erfolgreich, und die Hacker der Schraube werden bald in der Lage sein, den restriktiven Schein von den gesperrten Welten zu entfernen. Du kannst nun hier weiter eine erstaunliche Stadt bauen! Alternativ kannst du auch ein Free Play Szenario spielen. Vielen Dank fürs Spielen!
|
priority|Priorität
no_destroy_allowed|Deine Bürger wollen jetzt keine Gebäude mehr zerstören!
previous_city_arrived|Alle Menschen aus deiner vorherigen Stadt sind nun angekommen. Natürlich kann deine Bevölkerung durch ihre Nachkommenschaft noch wachsen.
moved_here_arrived|Die Menschen, die hierher ziehen wollten, sind nun alle angekommen. Natürlich kann deine Bevölkerung durch ihre Nachkommenschaft noch wachsen.
|
decorationsInfo.json/spr_decoration_keycity.name|Trockenes Gras
decorationsInfo.json/spr_flowers_keycity.name|Trockenes Gras mit Blumen
secret_society_forbidden|Der Schlüssel möchte das nicht.
citizens_unhappy_key|Der Schlüssel möchte, dass deine Bürger zumindest einigermaßen glücklich sind, sonst sind sie langsam und nutzlos. Du solltest ihre Probleme beheben, auch wenn sie noch so gewöhnlich sind.
slanted_roofs|Schräge Dächer
buildinginfo.json/ColoredBlock.name|Angestrichener Block
buildinginfo.json/ColoredBlock.description|Ein Gebäude, das zu Dekorationszwecken oder als Platzhalter in einer einzigen Farbe gestrichen wird.
colored_blocks|Bemalte Blöcke
stone_warning|Warnung! Es gibt keine Felsen mehr auf einer erreichbaren Welt! Versuche, einen Felsteleporter zu bauen. Falls nötig, sammle vorher einige Maschinenchips mit dem Workshop.
mines_warning|Warnung! Du scheinst viel mehr Felsteleporter als Steinminen zu haben. Felsenteleporter teleportieren nur Felsen. Sie produzieren normalerweise keinen Stein. Du brauchst Steinminen, um die Meteroiden tatsächlich abzubauen.
buildinginfo.json/RooftopDecoration.name|Schräges Dach
buildinginfo.json/RooftopDecoration.description|Ein nettes schräges Dach für Dekorationszwecke.
slanted_rooftops|Schräge Dächer
buildinginfo.json/RooftopDecoration2.name|Schräges Dach
buildinginfo.json/RooftopDecoration2.description|Der obere Teil eines schrägen Daches.
buildableWorldResourcesInfo.json/BranchyForest.name|Verzweigter Wald
buildableWorldResourcesInfo.json/BranchyForest.description|Pflanze junge Bäume, die zu einem verzweigten Wald wachsen werden.
invite_people|Bürger einladen
invite_people_description|Um [0] weitere Bürger in deine Stadt einzuladen, musst du genug Häuser für sie haben und bezahlen:
invite_people_done|Du kannst niemanden mehr finden, der in deine Stadt eingeladen werden möchte.
invite_not_enough_houses|Es gibt nicht genug Häuser, um mehr Leute einzuladen.
cant_afford|Das kannst du dir nicht leisten!
invite_people_success|Du hast [0] Leute eingeladen! Sie werden bald eintreffen.
|
glory_of_the_key|Ruhm des Schlüssels
luxury_housing|Luxuriöse Unterkünfte
high_end_restaurants|Hochwertige Restaurants
sculptures|Skulpturen
buildinginfo.json/LuxuryRestaurant.name|Hochwertiges Restaurant
buildinginfo.json/LuxuryRestaurant.description|Ein hoch bewertetes Restaurant mit exklusiven Speisen und einer stilvollen Atmosphäre.
buildinginfo.json/HouseOfTheKeyFriends.name|Freunde des Schlüssels
buildinginfo.json/HouseOfTheKeyFriends.description|Ein Haus für Freunde der Geheimen Gesellschaft des Schlüssels. Solange Die Maschine existiert, leben die Menschen in diesem Haus für immer.
get_premium_to_unlock|Hol dir Premium, um es freizuschalten!
|
stories.json/cityofthekey.name|Stadt des Schlüssels
stories.json/cityofthekey.description|Die Geheime Gesellschaft des Schlüssels lädt dich großzügig ein, ihre glorreiche Stadt zu verwalten.
cityofthekey.json/Start.text|Wir, die Geheime Gesellschaft des Schlüssels, hoffen und erwarten, dass du dankbar bist, in unserer schönen Stadt angekommen zu sein. Wir wollen eine Stadt errichten, die unsere Größe beweist, aber wir sind es leid, uns um das Tagesgeschäft zu kümmern - wir erwarten, dass du dabei helfen kannst.
cityofthekey.json/Start.quickText|Warte auf deine erste Mission.
cityofthekey.json/InvitePeople.text|Heutzutage gibt es eine Menge Konkurrenz zwischen den Städten. Die Leute ziehen nicht einfach umsonst in eine neue Kolonie, nicht einmal in die glorreiche Stadt des Schlüssels. Sie wollen Nahrung als Umzugsbelohnung und wer weiß, was sie in Zukunft noch alles wollen werden. Wir denken, dass dies lächerlich ist, aber es ist wie es ist. Bitte lade ein paar mehr Bürger ein.
cityofthekey.json/InvitePeople.quickText|Lade ein paar Bürger ein, indem du die Management-Option benutzt.
cityofthekey.json/ImproveEconomy.text|Du kannst neue Leute einladen, wann immer du willst.\n\nWir denken, dass es in der Produktionsabteilung Raum für Verbesserungen geben könnte. Wir möchten, dass du mindestens 100 Nahrung, 100 Stein und 50 Wissen an einem Tag produzierst. Es könnte eine gute Idee sein, unsere Teleporter hin und wieder zu deaktivieren, da sie anscheinend viel Wissen benötigen.
cityofthekey.json/ImproveEconomy.quickText|Produziere mindestens 100 Nahrung, 100 Stein und 50 Wissen an einem Tag.
cityofthekey.json/BuildSculptures.text|Die Menschen in dieser Stadt sorgen sich zu Recht um den Ruhm des Schlüssels. Errichte fünf Skulpturengärten, um unseren Ruhm und damit die Zufriedenheit unserer Bürger zu verbessern.
cityofthekey.json/BuildSculptures.quickText|Baue fünf Skulpturengärten.
cityofthekey.json/HaveEnoughPeople.text|[c]Wir freuen uns, dass unsere Stadt erfolgreich auf 300 Bürger angewachsen ist.[/][n]Wir würden unsere Stadt gerne auf mindestens 300 Bürger anwachsen sehen. Vielleicht kannst du ein paar Leute einladen.
cityofthekey.json/HaveEnoughPeople.quickText|Habe mindestens 300 Bürger in deiner Stadt. Du kannst die Einladungsfunktion nutzen.
cityofthekey.json/GatherKnowledge.text|Unsere Stadt soll das gesamte Wissen des Universums sammeln. Sammle für den Anfang mindestens 150 an einem Tag.
cityofthekey.json/GatherKnowledge.quickText|Sammle mindestens 150 Wissen an einem Tag.
cityofthekey.json/BuildLuxuryRestaurants.text|Es ist Zeit für etwas mehr Ruhm und Luxus. Bitte baue ein hochwertiges Restaurant für uns, um den Ruhm des Schlüssels zu verbessern.
cityofthekey.json/BuildLuxuryRestaurants.quickText|Baue ein hochwertiges Restaurant.
cityofthekey.json/BuildTeleporters.text|Gute Transportmöglichkeiten zu haben ist wichtig. Wir freuen uns, dass du das verstehst und bereits einige Teleporter gebaut hast.[/][n]Es sollte mindestens fünf Teleporter in unserer Stadt geben.
cityofthekey.json/BuildTeleporters.quickText|Habt mindestens fünf Teleporter in eurer Stadt.
cityofthekey.json/ImproveOurHousing.text|Es ist gut, sich um unsere Bürger zu kümmern, aber am Ende sind wir natürlich die Wichtigsten. Unser Haus ist in Ordnung, aber es könnte besser sein. Erforsche Heimliches Wohnen im Zentrum für Lebensforschung.
cityofthekey.json/ImproveOurHousing.quickText|Erforsche Heimliches Wohnen im Zentrum für Lebensforschung.
cityofthekey.json/BuildLuxuryHousing.text|Jetzt, wo unser Haus besser ist, ist es an der Zeit, ein paar tolle Häuser für Leute zu bauen, die wir auch mögen. Baue drei Villen. Dies steigert den Ruhm des Schlüssels.
cityofthekey.json/BuildLuxuryHousing.quickText|Baue drei Villen.
cityofthekey.json/FinalGlory.text|Der Schlüssel sollte immer glorreicher werden. [c]Wir freuen uns zu sehen, dass er das tatsächlich ist.[/][n]Verbessere den Ruhm des Schlüssels auf 100.
cityofthekey.json/FinalGlory.quickText|Verbessere den Ruhm des Schlüssels auf 100. Du kannst es im Zufriedenheitsfenster überprüfen.
cityofthekey.json/GatherKnowledge2.text|Wir haben es schon einmal gesagt, aber wir wollen noch einmal betonen, dass Wissen wirklich wichtig für uns ist. Sammle daher mindestens 750 Wissen an einem Tag.
cityofthekey.json/GatherKnowledge2.quickText|Sammle mindestens 750 Wissen an einem Tag.
cityofthekey.json/BuildTheMachine.text|Nun, da wir genug Wissen gesammelt haben, ist es an der Zeit, unser Geheimprojekt zu bauen. Wir möchten, dass du die Maschine baust.
cityofthekey.json/BuildTheMachine.quickText|Baue die Maschine.
cityofthekey.json/Win.title|Szenario abgeschlossen!
cityofthekey.json/Win.text|Wir sind sehr zufrieden mit deiner Arbeit. Deshalb kannst du jetzt ein Haus für die Freunde des Schlüssels bauen, die genau wie wir ewig leben werden.
|
gdpr_description_1|Danke, dass du The Final Earth 2 spielst! Partnerunternehmen können einige Daten über dich sammeln, um das Spiel zu verbessern, deine Käufe abzuwickeln und um Werbung zu zeigen. Ich versuche immer, dies so weit wie möglich einzuschränken.
more_info|Mehr Infos
gdpr_description_2|Um das Spiel zu unterstützen, bitte ich dich um deine optionale Zustimmung, personalisierte Werbung zu zeigen. Dies nutzt einige Daten über deine Aktivitäten in diesem Spiel und anderen Apps, um bessere Werbung zu zeigen.
gdpr_option_accept|Akzeptieren
gdpr_option_reject|Nicht einwilligen
changes_apply_on_reload|Diese Änderung wird wirksam, wenn du das Spiel das nächste Mal startest.
task_complete|Aufgabe abgeschlossen!
please_wait|Bitte warte...
tip|Hinweis
|
floating_platform|Schwebende Plattform
floating_platform_cannot_destroy|Du kannst eine schwebende Plattform, die Gebäude trägt, nicht zerstören.
floating_platform_description|Du kannst Gebäude auf dieser starken Plattform platzieren.
stories.json/FreePlayMiniWorld.name|Freies Spiel - Mini-Welt
stories.json/FreePlayMiniWorld.description|Diese Welt ist winzig, aber sie verfügt über einige fortschrittliche Technologien.
domeroofs|Kuppel-Dächer
buildinginfo.json/RooftopDecoration3.name|Kuppel-Dach
buildinginfo.json/RooftopDecoration3.description|Eine Kuppel, die auf ein Dach gesetzt werden kann.
buildinginfo.json/TreePlantationDome.name|Kuppelbaum-Plantage
buildinginfo.json/TreePlantationDome.description|Aufgrund der optimalen Lichtverhältnisse wachsen diese Bäume noch schneller nach, als die Bäume in einer Baumplantage.
|
resume|Weiter
tap_anywhere|Tippe irgendwo
|
build_mode_destroyleavinghole_explanation|Zerstöre ein Gebäude und hinterlasse dann ein Loch, anstatt die Gebäude darüber nach unten zu verschieben.
build_mode_destroyleavinghole|Zerstören, ein Loch hinterlassen
invalid_structure_2|Sie können dieses Gebäude nicht zerstören und ein Loch hinterlassen, da dies zu einer ungültigen Struktur führen würde.
roof_bottoms|Schrägdach-Sockel
buildinginfo.json/RooftopDecoration4.name|Schrägdach-Sockel
buildinginfo.json/RooftopDecoration4.description|Ein Bodenstück für zwei Schrägdächer.
save_screenshot_failed|Leider konnten wir deinen Screenshot nicht speichern. Deine Stadt ist wahrscheinlich zu groß, um einen Screenshot davon zu machen.
bridge_is_potential|Diese Brücke passt im Moment nicht hierher.
|
premium_advantage_6|Neue Ressourcen: Graphen und Raketentreibstoff!
premium_advantage_1|25+ neue Gebäude, darunter die Zugstation und das Aquarium!
premium_advantage_7|Schwebende Plattformen und Brücken, um noch mehr kreative Städte zu bauen
|
citizens_unhappy_food|Deine Bürger haben nicht genug zu essen! Das macht sie sehr unglücklich und sie werden langsamer arbeiten. Versuche, mehr Farmen zu bauen, mehr Arbeiter auf Farmen einzusetzen oder Farmen näher an den Häusern zu bauen, um die Reisezeit zu verkürzen.
limited_per_citizens|Limit: 1 pro [0] Bürger
buildinginfo.json/SpecializedMedicalClinic.name|Spezialisierte medizinische Klinik
buildinginfo.json/SpecializedMedicalClinic.description|Spezialisiert auf die Behandlung komplizierter Krankheiten. Sie verbessert das medizinische Wohlbefinden und lässt die Bürger länger leben.
|
build_mode_multi_replace_explanation|Ziehen, um schnell Gebäude zu bauen oder zu ersetzen.
build_mode_multi_replace|Bau-Modus: Mehrfaches Ersetzen
bridgesInfo.json/Bridge.name|Brücke
bridgesInfo.json/Bridge.description|Diese Brücke verbindet zwei Gebäude, die höchstens drei Felder voneinander entfernt sind. Raumschiffe von Landeplätzen können sie durchqueren.
bridgesInfo.json/ReinforcedBridge.name|Verstärkte Brücke
bridgesInfo.json/ReinforcedBridge.description|Dieser Steg verbindet zwei Gebäude, die maximal sieben Felder voneinander entfernt sind. Raumschiffe von Landeplätzen können sie durchqueren.
buildinginfo.json/TechMuseum.name|Wissenschaftsmuseum
buildinginfo.json/TechMuseum.description|Ein Museum für Wissenschaft und Technik. Es steigert die Freude an der Kunst und bildet die Besucher.
|
decorationsInfo.json/spr_snowman.name|Schneemann
decorationsInfo.json/spr_lanterns.name|Dekorierte Laternen
buildingUpgradesInfo.json/MiniChristmasTree.name|Kleiner Weihnachtsbaum
buildingUpgradesInfo.json/MiniChristmasTree.description|Mit diesem Weihnachtsbaum wird das Haus noch einladender.
buildinginfo.json/ChristmasTree.name|Weihnachtsbaum
buildinginfo.json/ChristmasTree.description|Ein großer Weihnachtsbaum, an dem sich die ganze Stadt erfreuen kann.
buildinginfo.json/ChristmasMarket.name|Weihnachtsmarkt
buildinginfo.json/ChristmasMarket.description|Ein festlicher Markt mit leckeren und wärmenden Speisen und Getränken.
buildableWorldResourcesInfo.json/ForestSnow.name|Verschneiter Wald
buildableWorldResourcesInfo.json/ForestSnow.description|Ein schneebedeckter Wald.
stories.json/snowWorld.name|Winterland
stories.json/snowWorld.description|Errichte ein Winterparadies in dieser verschneiten Welt.
buildinginfo.json/ChristmasTree.showUnlockHint|Erreiche mindestens 60 Zufriedenheit, um sie freizuschalten.
snowWorld.json/Start.text|Willkommen in dieser verschneiten Welt! Dies ist ein großartiger Ort, um die Feiertage zu feiern. Aber zuerst müssen wir eine kleine Basis mit mindestens drei Häusern, zwei überdachten Farmen, einer Steinmine und einem Holzfällerzentrum bauen.
snowWorld.json/Start.quickText|Baue drei Häuser, zwei überdachte Farmen, eine Steinmine und ein Holzfällerzentrum.
snowWorld.json/ChristmasTreesInHouses.text|Das ist auf jeden Fall eine nette kleine Basis, aber diese Häuser sehen nicht sehr festlich aus. Fügen wir jedem Haus einen kleinen Weihnachtsbaum hinzu, um dies zu ändern.
snowWorld.json/ChristmasTreesInHouses.quickText|Füge einen Weihnachtsbaum zu mindestens drei Häusern hinzu.
snowWorld.json/ChristmasMarket.text|Das ist schon besser! Ein Weihnachtsmarkt kann deine Bürger mit leckeren traditionellen Speisen und Getränken wie Lebkuchen und Glühwein versorgen. Lass uns drei davon bauen.
snowWorld.json/ChristmasMarket.quickText|Baue drei Weihnachtsmärkte.
snowWorld.json/ChristmasTree.text|Du hast einige kleine Weihnachtsbäume, aber es wäre schön, einen großen als Zentrum für die Feierlichkeiten zu haben. Erreiche zuerst 65 Zufriedenheit, dann baue einen Weihnachtsbaum für die ganze Stadt.
snowWorld.json/ChristmasTree.quickText|Erreiche 65 Zufriedenheit, dann baue einen Weihnachtsbaum für die ganze Stadt.
snowWorld.json/Win.text|Du hast einen tollen Ort zum Feiern gebaut, und deine Bürger genießen die Feiertage sehr! Wenn du willst, kannst du weiterspielen und die Stadt noch weiter verbessern.\n\nDanke, dass du mitgespielt hast, und ich hoffe, du hast auch sehr schöne Feiertage, genau wie deine Bürger! - Florian
|
buildinginfo.json/Loft.name|Loft-Wohnung
buildinginfo.json/Loft.description|Ein Dachappartement mit hoher Decke und viel Licht, perfekt für Künstler. Erzeugt eine kleine Menge Kunstglück.
buildingUpgradesInfo.json/SoundProofing.name|Schalldämmung
buildingUpgradesInfo.json/SoundProofing.description|Verbessert die Wohnqualität um 12.
|
policiesInfo.json/FoodRationing.name|Rationierung von Lebensmitteln
policiesInfo.json/FoodRationing.description|Ihre Bürger nehmen nur noch halb so viele Lebensmittel zu sich. Allerdings wird ihr Glücksgefühl um ein Drittel reduziert, wenn es über 10 liegt.
policiesInfo.json/SmallerClasses.name|Kleinere Klassengrößen
policiesInfo.json/SmallerClasses.description|Die Schulen bieten eine um 15 % bessere Ausbildung, aber ihre Kapazität wird um ein Drittel reduziert.
policiesInfo.json/MandatoryOvertime.name|Obligatorische Überstunden
policiesInfo.json/MandatoryOvertime.description|Deine Bürger arbeiten zwei Stunden pro Tag länger. Ihre Zufriedenheit sinkt allmählich, während diese Politik umgesetzt wird. Nach Beendigung dieser Maßnahme steigt die Zufriedenheit nach einem Tag langsam wieder an.
|
restore_purchases|Einkäufe wiederherstellen
restoring_purchases|Einkäufe wiederherstellen...
|
following_frog|Riesenfrosch verfolgen
cant_find_frog|Der Riesenfrosch ist verschwunden.
total_extra_years|Insgesamt zusätzliche Jahre gegeben: [0]
|
reduce_ui_size|UI-Größe verkleinern:
|
buildinginfo.json/UnderwaterHouse.name|Unterwasserhaus
buildinginfo.json/WizardHatCafe.name|Zaubererhut-Café
buildinginfo.json/WizardHatCafe.description|Ein möglicherweise magisches Cafe auf dem Dach. Scheint gelegentlich Riesenfrösche hervorzubringen.
buildinginfo.json/LandingSiteTunnel.name|Indoor-Landeplatz
buildinginfo.json/LandingSiteTunnel.description|Ein Landeplatz, der in ein Gebäude integriert werden kann. Er kann auch mit Raumschiffstunneln verbunden werden.
buildinginfo.json/SpaceShipTunnel.name|Raumschifftunnel
buildinginfo.json/SpaceShipTunnel.description|Raumschiffe können durch diesen Tunnel fahren.
bridgesInfo.json/BotanicalBridge.name|Parkbrücke
bridgesInfo.json/BotanicalBridge.description|Eine verstärkte Brücke, die Parks oder botanische Gärten miteinander verbinden kann. Sie kann bis zu sieben Felder breit sein.
buildinginfo.json/AlienFarm.name|Alien-Farm
buildinginfo.json/AlienFarm.description|Eine Farm, die seltsame lila Pflanzen anbaut. Produziert mehr Nahrung für jedes benachbarte Alien-Haus. Wird von der Labortechnologie nicht beeinflusst.
cityUpgradesInfo.json/EcoFarmUpgrade.name|Permakultur
cityUpgradesInfo.json/EcoFarmUpgrade.description|Öko-Farmen produzieren mehr Nahrung.
buildinginfo.json/BotanicalGardensDome.name|Botanischer Garten - Kuppel
buildinginfo.json/BotanicalGardensDome.description|Ein stilvolles Dach für deine botanischen Gärten.
|
build_rocket|Rakete bauen
rocket_description|Raketen können nur einmal verwendet werden.
rocket_launch_cant_destroy_while_executing|Du kannst eine Raketenstartplattform nicht zerstören, während du eine Mission ausführst.
|
rocket_reward_nothing|Deine Rakete ist sicher zurückgekehrt, aber sie hat während ihrer Mission nichts Besonderes gefunden.
rocket_reward_fossils|Deine Bergleute haben ein Fossil gefunden! Sie haben auch [0] Stein gesammelt.
rocket_reward_stone|Deine Bergleute haben [0] Stein gesammelt.
rocket_reward_refinedmetals|Deine Bergleute haben einige glänzende Kristalle gefunden, die als [0] veredelte Metalle verwendet werden können.
rocketFuel|Raketentreibstoff
rocketFuel_use|Wird für Raketenmissionen verwendet.
buildingUpgradesInfo.json/FactoryUsingWood.name|Holz verwenden
buildingUpgradesInfo.json/FactoryUsingWood.description|In der Fabrik wird Holz zur Herstellung von Raketentreibstoff verwendet.
buildingUpgradesInfo.json/FactoryUsingFood.name|Nahrung verwenden
buildingUpgradesInfo.json/FactoryUsingFood.description|Die Fabrik verwendet Nahrung, um Raketentreibstoff herzustellen.
rocket_fuel_made|[0] Nahrung/Holz wird für die Herstellung von [1] Raketentreibstoff verwendet.
buildinginfo.json/RocketFuelFactory.name|Raketentreibstoff-Fabrik
buildinginfo.json/RocketFuelFactory.description|Stellt Raketentreibstoff aus Holz oder Nahrungsmitteln her. Ein Rohstoff wird zur Herstellung einer Einheit Raketentreibstoff verwendet.
buildinginfo.json/GlassPiece.name|Dekoratives Fenster
buildinginfo.json/GlassPiece.description|Ein Fenster für dekorative Zwecke oder als Platzhalter.
fuel_cost|Benötigt [0] Raketentreibstoff.
mission_warning_too_little_fuel|Du brauchst genug Raketentreibstoff!
mission_warning_too_small_crew|Du musst vier Besatzungsmitglieder auswählen, um eine Mission zu starten!
mission_warning_already_started|Du führst diese Mission bereits aus!
mission_warning_no_crew_found|Wir konnten nicht die richtigen Arbeiter für diese Crew finden, oder sie konnten die Rakete nicht erreichen!
mission_complete|Deine Raketenmission ist zurückgekehrt!
rocket_unlock_AlienFarm|Deine Entdecker haben einen Bauplan für eine außerirdische Farm gefunden, zusammen mit einigen seltsamen Samen, die du dort vielleicht anbauen kannst.
rocket_unlock_WizardHatCafe|Deine Entdecker haben einen Planeten mit einem seltsamen hutförmigen Gebäude gefunden. Du kannst es jetzt bauen.
rocket_unlock_RocketFuelFactoryEfficiency|Deine Ingenieure haben einen Weg gefunden, Raketentreibstoff effizienter herzustellen, den du nun in Raketentreibstofffabriken erforschen kannst.
rocket_unlock_UnderwaterHouse|Deine Entdecker haben einen Planeten entdeckt, der vollständig von Ozeanen bedeckt ist. Sie haben Unterwasserhäuser gesehen und herausgefunden, wie man sie bauen kann.
buildinginfo.json/OldestTreeIntheUniverse.name|Ältester Baum im Universum
buildinginfo.json/OldestTreeIntheUniverse.description|Lässt Bürger, die ihn besuchen, länger leben.
rocket_unlock_OldestTreeIntheUniverse|Deine Biologen haben einen Baum gefunden, der sehr alt aussieht. Sie glauben, dass es der älteste Baum im Universum sein könnte.
buildingUpgradesInfo.json/RocketFuelFactoryEfficiency.name|Stoffwechseltechnik
buildingUpgradesInfo.json/RocketFuelFactoryEfficiency.description|Raketentreibstoff wird schneller hergestellt und verbraucht die Hälfte der Ressourcen.
buildingUpgradesInfo.json/RefinedMetalFactoryEfficiency.name|Optimierte Temperaturkurve
buildingUpgradesInfo.json/RefinedMetalFactoryEfficiency.description|Die Fabrik arbeitet schneller und verbraucht einen Stein weniger pro produzierter Einheit veredelten Metalls.
rocket_unlock_RefinedMetalFactoryEfficiency|Du hast eine Welt gefunden, die mit Maschinen übersät ist. Deine Ingenieure haben einen Weg gefunden, die Fabriken für veredeltes Metall zu verbessern.
|
unlimited_resources_disables_achievements|Hinweis: Errungenschaften sind in Spielständen, die jemals unbegrenzte Ressourcen verwendet haben, deaktiviert.
steam_workshop|Steam-Workshop
get_mods|Mods erhalten
open_workshop|Öffne den Workshop, um Mods zu erhalten.
manage_mods|Installierte Mods verwalten
manage_mods_explain|Mods werden automatisch aktiviert. Du kannst sie hier deaktivieren.
create_mods|Deine Mods hochladen
new_mod_workshop|Neue Mods erstellen
load_more|Mehr laden
manage_mod|Mod verwalten:
untitled_mod|Unbenannte Mod
open_workshop_for_mod|Öffne den Workshop, um deine Mod-Seite anzupassen und andere Einstellungen zu ändern.
upload_mod_content|Mod-Inhalt hochladen
upload_mod_content_explainer|Erstelle ein Verzeichnis in <tt>%localappdata%\the-final-earth-2\User Data\Default\mods</tt>, um deine Mod zu entwickeln. Wähle dann das unten stehende Verzeichnis und klicke auf Hochladen, um deine Mod hochzuladen.
no_mods_found_refresh|Keine Mods gefunden - zum Aktualisieren klicken
choose_subdirectory|Verzeichnis wählen
upload|Hochladen
please_choose_subdirectory|Bitte wähle ein Verzeichnis.
|
buildinginfo.json/TrainRail.name|Hochgeschwindigkeitszug
buildinginfo.json/TrainRail.description|Hier können Züge besonders schnell fahren.
buildinginfo.json/TrainRail.showUnlockHint|Baue zehn Bahnhöfe, um sie freizuschalten!
change_dome_variant|Kuppel-Variante wechseln
|
minimum_wait_between_trains|Mindestwartezeit zwischen Abfahrten:
reset_minimum_wait_between_trains|Setze die Mindestwartezeit zwischen den Abfahrten zurück.
find_homeless|Obdachlose Person finden
|
capacity|[0] Kapazität
entertainment_window_explain|Hier wird die Kapazität deiner Unterhaltung pro Typ angezeigt.
total|Gesamt
|
rocket_unlock_OtherworldlyZoo|Du hast einen üppigen Planeten erforscht. Deine Entdecker haben einige Pflanzen und Kreaturen mitgenommen, so dass du jetzt den Andersweltlichen Zoo bauen kannst.
mission_in_progress|Mission im Gange...
prepare_mission|Du kannst nun eine Mission vorbereiten.
choose_destination|Ziel wählen
nearby_space|Weltraum in der Nähe
nearby_space_explain|Geringere Treibstoffkosten und kürzere Reisezeit.\n[0]% erforscht
distant_space|Entfernter Weltraum
distant_space_explain|Potenzial für exotischere Funde, aber längere Reisezeit und höhere Treibstoffkosten.\n[0]% erforscht
buildinginfo.json/OtherworldlyZoo.name|Andersweltlicher Zoo
buildinginfo.json/OtherworldlyZoo.description|Ein Zoo mit außerweltlichen Pflanzen und Tieren.
everything_found|(Alles gefunden)
rocket_unlock_GrapheneFactoryImprovement|Deine Ingenieure haben eine Welt untersucht, die mit einer Graphenschicht bedeckt war. Mit weiterer Forschung könnten sie Graphenfabriken schneller arbeiten lassen.
rocket_unlock_RocketMissionSupercomputerUpgrade|Du hast eine Welt gesehen, die ein riesiger stillgelegter Supercomputer war. Eure Ingenieure übernahmen einige seiner Technologien, um euren eigenen Supercomputer mit mehr Wissen auszustatten.
mission_completed_nothing_found|Eure Mission kehrte erfolgreich zurück, aber leider habt ihr nichts Besonderes gefunden.
rocket_unlock_RocketTeleporterCostReductionFromWorld|Ihr seid auf einer Welt gelandet, die sich als ein Labyrinth von Teleportern entpuppte. Nachdem ihr es endlich geschafft hattet, gelang es euren Ingenieuren, eure eigenen Teleporter effizienter laufen zu lassen.
following_animal|Verfolgung der Kreatur
cant_find_animal|Du kannst die Kreatur nicht mehr finden.
buildinginfo.json/AlienNightClub.name|Alien-Nachtclub
buildinginfo.json/AlienNightClub.description|Die Leute lieben es, in einer außerirdischen Atmosphäre zu tanzen.
buildingUpgradesInfo.json/GrapheneFactoryImprovement.name|Verbesserte Präzision
buildingUpgradesInfo.json/GrapheneFactoryImprovement.description|Die Fabrik arbeitet 50% schneller.
